Timestamp,Open,High,Low,Close,Volume,Datetime,mid_price,price_diff,log_return,rolling_stdev,sigma,delta_ask,delta_bid,kappa,A
1722825540,54087.0,54134.0,54057.0,54081.0,0.37923083,2024-08-05 02:39:00+00:00,54081.0,-9.0,-0.000166403195325274,164.0536798947394,21.17923900387894,44.0,33.0,0.010025062656641603,0.03
1722825600,54043.0,54066.0,53923.0,54066.0,1.05675133,2024-08-05 02:40:00+00:00,54066.0,-15.0,-0.0002774002070549936,163.79889402439744,21.14634628945616,0.0,158.0,0.010043521928356211,0.029722222222222223
1722825660,54069.0,54075.0,53868.0,53912.0,0.25236753,2024-08-05 02:41:00+00:00,53912.0,-154.0,-0.0028524348370393524,164.52278103723495,21.239799700964678,9.0,198.0,0.010008340283569641,0.029722222222222223
1722825720,53903.0,53970.0,53828.0,53958.0,4.34062363,2024-08-05 02:42:00+00:00,53958.0,46.0,0.0008528785165176059,162.89839819836533,21.030092778204438,58.0,84.0,0.010081492060825002,0.029722222222222223
1722825780,53951.0,53976.0,53839.0,53839.0,0.41923241,2024-08-05 02:43:00+00:00,53839.0,-119.0,-0.0022078545477145334,162.56762087184575,20.987389608973995,18.0,119.0,0.010121457489878543,0.029722222222222223
1722825840,53840.0,53951.0,53800.0,53951.0,1.18632588,2024-08-05 02:44:00+00:00,53951.0,112.0,0.002078115600827562,153.2519103391499,19.784736550599995,112.0,39.0,0.010376134889753566,0.029722222222222223
1722825900,53956.0,54098.0,53894.0,53939.0,0.24908913,2024-08-05 02:45:00+00:00,53939.0,-12.0,-0.0002224487913520171,142.0419688118789,18.33753932236401,147.0,57.0,0.01064207165661582,0.029722222222222223
1722825960,53947.0,54063.0,53910.0,53980.0,0.09352295,2024-08-05 02:46:00+00:00,53980.0,41.0,0.0007598291676642749,141.3560676204149,18.24898985930788,124.0,29.0,0.010691375623663579,0.029722222222222223
1722826020,53978.0,54166.0,53949.0,54158.0,0.8617137,2024-08-05 02:47:00+00:00,54158.0,178.0,0.003292092710458398,141.8826641823454,18.31697318312544,186.0,31.0,0.010722902332231256,0.029722222222222223
1722826080,54149.0,54413.0,54139.0,54413.0,1.10500732,2024-08-05 02:48:00+00:00,54413.0,255.0,0.004697395600892267,145.568024364948,18.792751136858637,255.0,19.0,0.010568962480183196,0.029722222222222223
1722826140,54400.0,54478.0,54371.0,54431.0,0.69735794,2024-08-05 02:49:00+00:00,54431.0,18.0,0.000330748597333743,144.9418147430786,18.7119078223008,65.0,42.0,0.010599770338309337,0.03
1722826200,54434.0,54587.0,54382.0,54521.0,0.90735482,2024-08-05 02:50:00+00:00,54521.0,90.0,0.001652104054461847,145.25781774424115,18.752703634329272,156.0,49.0,0.010493179433368312,0.03027777777777778
1722826260,54509.0,54537.0,54437.0,54439.0,0.34972639,2024-08-05 02:51:00+00:00,54439.0,-82.0,-0.0015051397848852193,144.4911693585419,18.65372975332227,16.0,84.0,0.010688518749443305,0.03027777777777778
1722826320,54442.0,54472.0,54394.0,54442.0,1.05174663,2024-08-05 02:52:00+00:00,54442.0,3.0,5.510603320622679e-05,139.38083017118606,17.99398780111893,33.0,45.0,0.010900172586065947,0.03027777777777778
1722826380,54421.0,54504.0,54399.0,54470.0,0.63464349,2024-08-05 02:53:00+00:00,54470.0,28.0,0.0005141765942574997,137.1204303864982,17.702171443723365,62.0,43.0,0.01099706744868035,0.03027777777777778
1722826440,54464.0,54464.0,54342.0,54415.0,0.39123344,2024-08-05 02:54:00+00:00,54415.0,-55.0,-0.0010102402475581512,137.12573614797574,17.702856414584748,0.0,128.0,0.01101624896722666,0.03
1722826500,54418.0,54458.0,54380.0,54458.0,1.50725311,2024-08-05 02:55:00+00:00,54458.0,43.0,0.0007899112219898929,136.7768441101992,17.65781464618698,43.0,35.0,0.011087498845052205,0.03027777777777778
